Job_ID,Job_Title,Company,Location,Experience_Years,Education,Employment_Type,Salary_Min_LPA,Salary_Max_LPA,Required_Skills,Soft_Skills,Programming_Languages,Technologies,Industry,Work_Mode,Job_Posting_Date,Candidate_ID,Resume_Skills,Certifications,Target_Role
JOB0145,Cloud Engineer,Vertex AI,Mumbai,0,Any Graduate,Internship,7.6,11.5,"AWS, Azure, Docker, Kubernetes, Linux, Python, Jenkins, R","Leadership, Analytical Thinking, Critical Thinking","Python, R","Jenkins, Azure, Git",Retail,Remote,2026-07-27,CAND0145,"Python, R, Azure, AWS, Kubernetes, Jenkins",Microsoft Power BI,Web Developer
JOB0146,Business Analyst,DataSphere Analytics,Hyderabad,7,BCA/MCA,Full-time,8.7,12.8,"Excel, SQL, Power BI, Tableau, Communication, Requirements Analysis, C++, Jenkins","Time Management, Adaptability, Critical Thinking","SQL, C++","Databricks, PyTorch, Jira",EdTech,Remote,2026-06-21,CAND0146,"Communication, Excel, Tableau, SQL",AWS Certified,Business Analyst
JOB0147,AI Engineer,TechNova Solutions,Bengaluru,0,B.Tech/B.E.,Full-time,8.8,12.0,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, Azure, JavaScript","Analytical Thinking, Adaptability, Time Management","Python, JavaScript","Databricks, Kubernetes, AWS",Banking,Remote,2026-07-31,CAND0147,"Machine Learning, TensorFlow, JavaScript, PyTorch, Python, Deep Learning, NLP",Google Data Analytics,Cloud Engineer
JOB0148,Data Scientist,DataSphere Analytics,Bengaluru,5,Any Graduate,Contract,9.4,12.8,"Python, SQL, Machine Learning, Pandas, NumPy, Statistics, Java, Git","Adaptability, Collaboration, Leadership","Python, SQL, Java","Kubernetes, Docker, Power BI",IT Services,Remote,2026-09-08,CAND0148,"Git, Machine Learning, SQL",Google Data Analytics,Data Scientist
JOB0149,Business Analyst,DataSphere Analytics,Noida,6,Any Graduate,Internship,7.8,9.4,"Excel, SQL, Power BI, Tableau, Communication, Requirements Analysis, AWS, Jira","Time Management, Problem Solving, Communication",SQL,"Jira, Power BI, TensorFlow",EdTech,Hybrid,2026-03-08,CAND0149,"Tableau, SQL, Requirements Analysis",IBM Data Science,Business Analyst
JOB0150,Cloud Engineer,InnoSoft Technologies,Mumbai,7,Any Graduate,Internship,10.9,13.4,"AWS, Azure, Docker, Kubernetes, Linux, Python, Databricks, Git","Problem Solving, Teamwork, Collaboration",Python,"Jenkins, Git, Excel",IT Services,Hybrid,2026-03-09,CAND0150,"Python, Databricks, Azure, Git, Kubernetes, AWS",IBM Data Science,Cloud Engineer
JOB0151,Web Developer,DataSphere Analytics,Ahmedabad,4,BCA/MCA,Contract,5.8,7.6,"HTML, CSS, JavaScript, React, Git, REST API, C++, Tableau","Problem Solving, Leadership, Analytical Thinking","JavaScript, C++","Git, Databricks, Power BI",EdTech,Hybrid,2026-07-14,CAND0151,"HTML, REST API, Tableau",IBM Data Science,Data Engineer
JOB0152,Data Scientist,CodeCraft India,Hyderabad,4,BCA/MCA,Internship,9.7,12.5,"Python, SQL, Machine Learning, Pandas, NumPy, Statistics, JavaScript, Spark","Leadership, Analytical Thinking, Critical Thinking","Python, SQL, JavaScript","Docker, TensorFlow, AWS",IT Services,Remote,2026-04-12,CAND0152,"SQL, Machine Learning, Python",Microsoft Power BI,Data Scientist
JOB0153,Software Developer,NextGen Digital,Hyderabad,2,Master's Degree,Contract,5.8,7.6,"Java, Python, SQL, Git, REST API, OOP, R, Jenkins","Time Management, Critical Thinking, Communication","Java, Python, SQL, R","Tableau, Jira, AWS",IT Services,Hybrid,2026-02-21,CAND0153,"Jenkins, Python, Java",AWS Certified,Software Developer
JOB0154,Business Analyst,AlphaByte Labs,Chennai,1,B.Tech/B.E.,Full-time,5.9,7.5,"Excel, SQL, Power BI, Tableau, Communication, Requirements Analysis, Java, PyTorch","Adaptability, Collaboration, Leadership","SQL, Java","TensorFlow, Jira, Docker",Manufacturing,Hybrid,2026-02-17,CAND0154,"Power BI, PyTorch, Java, Tableau",IBM Data Science,DevOps Engineer
JOB0155,ML Engineer,CodeCraft India,Noida,5,BCA/MCA,Internship,9.7,14.0,"Python, Machine Learning, TensorFlow, PyTorch, Docker, SQL, Azure, AWS","Communication, Problem Solving, Leadership","Python, SQL","Databricks, Kubernetes, Tableau",Consulting,Hybrid,2026-04-03,CAND0155,"Machine Learning, PyTorch, Docker, Azure",None,DevOps Engineer
JOB0156,Data Scientist,CloudPeak Systems,Ahmedabad,0,Any Graduate,Full-time,8.1,11.2,"Python, SQL, Machine Learning, Pandas, NumPy, Statistics, Spark, Git","Communication, Problem Solving, Time Management","Python, SQL","Jira, Kubernetes, Databricks",E-Commerce,Onsite,2026-07-17,CAND0156,"Pandas, Statistics, Machine Learning, NumPy, Python, SQL, Git",Microsoft Power BI,AI Engineer
JOB0157,Business Analyst,BlueOrbit Technologies,Gurugram,10,BCA/MCA,Full-time,9.0,11.2,"Excel, SQL, Power BI, Tableau, Communication, Requirements Analysis, React, Jira","Critical Thinking, Communication, Collaboration",SQL,"Docker, Databricks, Power BI",Retail,Remote,2026-02-15,CAND0157,"React, Jira, SQL, Excel, Tableau, Requirements Analysis",None,DevOps Engineer
JOB0158,Data Scientist,BlueOrbit Technologies,Pune,4,Bachelor's Degree,Internship,9.6,12.5,"Python, SQL, Machine Learning, Pandas, NumPy, Statistics, React, JavaScript","Leadership, Communication, Problem Solving","Python, SQL, JavaScript","PyTorch, Jira, Git",EdTech,Remote,2026-07-06,CAND0158,"Statistics, React, Python, SQL, Pandas",Azure Fundamentals,Business Analyst
JOB0159,Business Analyst,InnoSoft Technologies,Chennai,7,Bachelor's Degree,Contract,8.2,12.2,"Excel, SQL, Power BI, Tableau, Communication, Requirements Analysis, PyTorch, Azure","Communication, Teamwork, Adaptability",SQL,"Databricks, Kubernetes, Jira",Telecom,Remote,2026-08-23,CAND0159,"SQL, Power BI, Communication, Azure, Requirements Analysis, Excel",Google Data Analytics,Business Analyst
JOB0160,AI Engineer,Quantix Systems,Noida,5,Master's Degree,Internship,10.9,13.7,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, Power BI, R","Leadership, Time Management, Collaboration","Python, R","PyTorch, TensorFlow, Kubernetes",E-Commerce,Onsite,2026-06-14,CAND0160,"R, PyTorch, Machine Learning, Power BI, NLP, Deep Learning, Python",Microsoft Power BI,Data Scientist
JOB0161,DevOps Engineer,Quantix Systems,Chennai,7,Bachelor's Degree,Contract,10.3,12.7,"Linux, Docker, Kubernetes, AWS, Git, CI/CD, C++, Jira","Collaboration, Critical Thinking, Time Management",C++,"React, Git, Jenkins",Consulting,Remote,2026-09-15,CAND0161,"AWS, Docker, C++, Git, Kubernetes, Jira, CI/CD",IBM Data Science,DevOps Engineer
JOB0162,Cloud Engineer,CloudPeak Systems,Delhi,7,BCA/MCA,Full-time,10.7,13.8,"AWS, Azure, Docker, Kubernetes, Linux, Python, Jira, R","Communication, Time Management, Teamwork","Python, R","Excel, Spark, Power BI",Banking,Hybrid,2026-05-17,CAND0162,"Jira, Azure, AWS",None,Cloud Engineer
JOB0163,DevOps Engineer,NextGen Digital,Hyderabad,2,Any Graduate,Contract,8.4,12.3,"Linux, Docker, Kubernetes, AWS, Git, CI/CD, Jenkins, SQL","Leadership, Analytical Thinking, Adaptability",SQL,"React, Spark, Jenkins",Telecom,Onsite,2026-01-07,CAND0163,"Linux, AWS, Jenkins, CI/CD, Kubernetes",IBM Data Science,DevOps Engineer
JOB0164,Software Developer,CloudPeak Systems,Kolkata,1,BCA/MCA,Full-time,6.3,8.4,"Java, Python, SQL, Git, REST API, OOP, React, JavaScript","Analytical Thinking, Critical Thinking, Collaboration","Java, Python, SQL, JavaScript","Databricks, AWS, Power BI",E-Commerce,Hybrid,2026-03-08,CAND0164,"Python, Git, Java, React",Azure Fundamentals,Web Developer
JOB0165,Data Analyst,AlphaByte Labs,Hyderabad,6,B.Tech/B.E.,Internship,7.4,9.1,"Python, SQL, Excel, Power BI, Tableau, Statistics, Jenkins, React","Analytical Thinking, Collaboration, Problem Solving","Python, SQL","TensorFlow, Azure, Excel",Telecom,Remote,2026-02-17,CAND0165,"Power BI, SQL, Tableau, Python, Jenkins",Microsoft Power BI,Data Engineer
JOB0166,Cloud Engineer,Quantix Systems,Chennai,5,Any Graduate,Internship,9.3,13.5,"AWS, Azure, Docker, Kubernetes, Linux, Python, Power BI, Tableau","Critical Thinking, Collaboration, Communication",Python,"TensorFlow, Git, Azure",Banking,Remote,2026-01-13,CAND0166,"Kubernetes, AWS, Python, Docker, Tableau, Power BI, Azure",None,Web Developer
JOB0167,Data Scientist,CloudPeak Systems,Mumbai,4,Master's Degree,Internship,9.6,11.7,"Python, SQL, Machine Learning, Pandas, NumPy, Statistics, PyTorch, R","Analytical Thinking, Communication, Critical Thinking","Python, SQL, R","Tableau, Power BI, AWS",EdTech,Remote,2026-02-06,CAND0167,"PyTorch, R, Python, SQL",None,Cloud Engineer
JOB0168,DevOps Engineer,DataSphere Analytics,Chennai,3,Any Graduate,Full-time,8.4,11.1,"Linux, Docker, Kubernetes, AWS, Git, CI/CD, Jenkins, Excel","Time Management, Collaboration, Critical Thinking",Python,"TensorFlow, Excel, Kubernetes",Consulting,Hybrid,2026-01-24,CAND0168,"Linux, AWS, CI/CD, Excel, Git",IBM Data Science,DevOps Engineer
JOB0169,Data Analyst,CodeCraft India,Kolkata,4,Master's Degree,Internship,5.9,8.6,"Python, SQL, Excel, Power BI, Tableau, Statistics, C++, TensorFlow","Collaboration, Teamwork, Problem Solving","Python, SQL, C++","Azure, Jenkins, Jira",Banking,Onsite,2026-01-03,CAND0169,"Tableau, Statistics, SQL, Excel, TensorFlow, Python, Power BI",Microsoft Power BI,Data Analyst
JOB0170,Cloud Engineer,NextGen Digital,Pune,1,BCA/MCA,Full-time,7.7,10.0,"AWS, Azure, Docker, Kubernetes, Linux, Python, Spark, TensorFlow","Leadership, Critical Thinking, Problem Solving",Python,"PyTorch, AWS, Git",Healthcare,Onsite,2026-02-07,CAND0170,"Docker, Python, Linux",AWS Certified,Data Analyst
JOB0171,DevOps Engineer,AlphaByte Labs,Hyderabad,2,B.Tech/B.E.,Internship,7.9,11.2,"Linux, Docker, Kubernetes, AWS, Git, CI/CD, Azure, React","Adaptability, Time Management, Collaboration",Java,"AWS, Git, Jenkins",Banking,Hybrid,2026-01-03,CAND0171,"Kubernetes, Git, Azure, React, CI/CD",Microsoft Power BI,DevOps Engineer
JOB0172,AI Engineer,DataSphere Analytics,Pune,3,Bachelor's Degree,Internship,9.4,12.8,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, Jira, Jenkins","Communication, Adaptability, Critical Thinking",Python,"React, Azure, Power BI",Retail,Hybrid,2026-05-15,CAND0172,"PyTorch, Jira, Machine Learning",Azure Fundamentals,AI Engineer
JOB0173,Cloud Engineer,CodeCraft India,Bengaluru,6,Any Graduate,Full-time,9.6,11.8,"AWS, Azure, Docker, Kubernetes, Linux, Python, C++, Databricks","Critical Thinking, Problem Solving, Teamwork","Python, C++","React, Databricks, Git",E-Commerce,Remote,2026-05-03,CAND0173,"Linux, Azure, Kubernetes, Databricks, AWS, C++, Docker",IBM Data Science,Cloud Engineer
JOB0174,AI Engineer,TechNova Solutions,Mumbai,2,BCA/MCA,Full-time,9.5,11.2,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, Jira, Tableau","Collaboration, Time Management, Adaptability",Python,"Jenkins, TensorFlow, React",Retail,Remote,2026-08-21,CAND0174,"TensorFlow, Python, NLP, Machine Learning, Deep Learning",Google Data Analytics,Data Engineer
JOB0175,Data Engineer,CodeCraft India,Mumbai,4,Any Graduate,Full-time,9.5,11.2,"Python, SQL, Spark, AWS, Docker, ETL, Java, Kubernetes","Critical Thinking, Problem Solving, Teamwork","Python, SQL, Java","Tableau, Spark, Git",EdTech,Onsite,2026-09-04,CAND0175,"Java, SQL, Docker, AWS, Spark",Google Data Analytics,Business Analyst
JOB0176,ML Engineer,TechNova Solutions,Hyderabad,4,Bachelor's Degree,Full-time,10.3,13.8,"Python, Machine Learning, TensorFlow, PyTorch, Docker, SQL, Spark, C++","Problem Solving, Collaboration, Analytical Thinking","Python, SQL, C++","Spark, Power BI, React",E-Commerce,Onsite,2026-07-30,CAND0176,"SQL, C++, Python, PyTorch, Docker, Machine Learning",Google Data Analytics,ML Engineer
JOB0177,Web Developer,CloudPeak Systems,Hyderabad,10,Master's Degree,Internship,9.2,12.4,"HTML, CSS, JavaScript, React, Git, REST API, PyTorch, R","Problem Solving, Collaboration, Time Management","JavaScript, R","Git, Spark, TensorFlow",E-Commerce,Remote,2026-09-04,CAND0177,"Git, HTML, CSS",IBM Data Science,AI Engineer
JOB0178,Business Analyst,CodeCraft India,Kolkata,2,Bachelor's Degree,Internship,5.8,7.6,"Excel, SQL, Power BI, Tableau, Communication, Requirements Analysis, JavaScript, TensorFlow","Collaboration, Teamwork, Communication","SQL, JavaScript","Kubernetes, Git, AWS",Telecom,Remote,2026-09-01,CAND0178,"JavaScript, TensorFlow, SQL, Communication",None,Business Analyst
JOB0179,Data Engineer,InnoSoft Technologies,Pune,7,BCA/MCA,Internship,10.5,13.3,"Python, SQL, Spark, AWS, Docker, ETL, JavaScript, Kubernetes","Collaboration, Adaptability, Problem Solving","Python, SQL, JavaScript","Azure, Power BI, Jenkins",IT Services,Remote,2026-09-02,CAND0179,"JavaScript, Spark, Docker, ETL, Python, SQL",Azure Fundamentals,ML Engineer
JOB0180,Data Scientist,CodeCraft India,Delhi,3,Master's Degree,Full-time,8.5,12.4,"Python, SQL, Machine Learning, Pandas, NumPy, Statistics, JavaScript, Power BI","Adaptability, Critical Thinking, Teamwork","Python, SQL, JavaScript","PyTorch, Spark, Jira",Manufacturing,Hybrid,2026-07-07,CAND0180,"Statistics, Python, SQL, Pandas, Machine Learning, Power BI",AWS Certified,Cloud Engineer
JOB0181,DevOps Engineer,Vertex AI,Chennai,5,Any Graduate,Internship,9.8,13.3,"Linux, Docker, Kubernetes, AWS, Git, CI/CD, Python, SQL","Communication, Problem Solving, Leadership","Python, SQL","Git, Power BI, Excel",FinTech,Onsite,2026-09-18,CAND0181,"SQL, Python, CI/CD, Docker",Microsoft Power BI,DevOps Engineer
JOB0182,DevOps Engineer,CloudPeak Systems,Gurugram,0,Master's Degree,Full-time,6.7,8.4,"Linux, Docker, Kubernetes, AWS, Git, CI/CD, Java, Azure","Leadership, Time Management, Teamwork",Java,"Power BI, Excel, React",Retail,Remote,2026-01-30,CAND0182,"Java, AWS, Git",IBM Data Science,Cloud Engineer
JOB0183,Software Developer,CodeCraft India,Hyderabad,3,Any Graduate,Full-time,7.2,11.6,"Java, Python, SQL, Git, REST API, OOP, PyTorch, Tableau","Teamwork, Collaboration, Time Management","Java, Python, SQL","TensorFlow, Jenkins, Spark",Telecom,Hybrid,2026-07-27,CAND0183,"REST API, PyTorch, Git",AWS Certified,Business Analyst
JOB0184,Web Developer,DataSphere Analytics,Ahmedabad,3,BCA/MCA,Internship,5.8,7.3,"HTML, CSS, JavaScript, React, Git, REST API, Kubernetes, Docker","Time Management, Critical Thinking, Leadership",JavaScript,"React, Kubernetes, Excel",Healthcare,Hybrid,2026-06-24,CAND0184,"Kubernetes, Git, HTML, Docker",Microsoft Power BI,Data Scientist
JOB0185,AI Engineer,InnoSoft Technologies,Delhi,1,Bachelor's Degree,Contract,8.4,11.8,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, Power BI, JavaScript","Analytical Thinking, Teamwork, Time Management","Python, JavaScript","Databricks, AWS, Kubernetes",Banking,Hybrid,2026-05-15,CAND0185,"TensorFlow, Power BI, Deep Learning, JavaScript",Google Data Analytics,AI Engineer
JOB0186,DevOps Engineer,CodeCraft India,Chennai,8,B.Tech/B.E.,Full-time,11.0,15.2,"Linux, Docker, Kubernetes, AWS, Git, CI/CD, Excel, Spark","Teamwork, Collaboration, Analytical Thinking",C++,"Kubernetes, React, Power BI",Retail,Onsite,2026-05-08,CAND0186,"AWS, Docker, CI/CD, Excel, Kubernetes, Linux",Microsoft Power BI,DevOps Engineer
JOB0187,Business Analyst,Quantix Systems,Noida,7,Master's Degree,Internship,8.8,12.0,"Excel, SQL, Power BI, Tableau, Communication, Requirements Analysis, Jira, R","Communication, Analytical Thinking, Leadership","SQL, R","Jira, Git, Excel",E-Commerce,Hybrid,2026-01-28,CAND0187,"R, SQL, Communication, Power BI, Tableau",None,Business Analyst
JOB0188,Cloud Engineer,CodeCraft India,Chennai,5,BCA/MCA,Full-time,8.7,10.8,"AWS, Azure, Docker, Kubernetes, Linux, Python, R, React","Critical Thinking, Adaptability, Teamwork","Python, R","Docker, Jenkins, Excel",Banking,Hybrid,2026-08-30,CAND0188,"Azure, Docker, R, Linux, Python, AWS, React",Microsoft Power BI,Software Developer
JOB0189,Web Developer,InnoSoft Technologies,Bengaluru,4,B.Tech/B.E.,Contract,7.1,10.7,"HTML, CSS, JavaScript, React, Git, REST API, SQL, PyTorch","Communication, Problem Solving, Leadership","JavaScript, SQL","Kubernetes, AWS, Git",Retail,Remote,2026-07-15,CAND0189,"Git, SQL, CSS",IBM Data Science,Cloud Engineer
JOB0190,Business Analyst,BlueOrbit Technologies,Chennai,2,BCA/MCA,Contract,6.5,8.1,"Excel, SQL, Power BI, Tableau, Communication, Requirements Analysis, R, Jenkins","Analytical Thinking, Time Management, Problem Solving","SQL, R","Power BI, Docker, Tableau",Banking,Remote,2026-02-19,CAND0190,"Power BI, Excel, SQL",Azure Fundamentals,Web Developer
JOB0191,Software Developer,Vertex AI,Kolkata,3,Any Graduate,Contract,7.2,10.2,"Java, Python, SQL, Git, REST API, OOP, PyTorch, React","Teamwork, Collaboration, Critical Thinking","Java, Python, SQL","PyTorch, Azure, Databricks",Banking,Remote,2026-06-22,CAND0191,"Python, Git, REST API, SQL, PyTorch, OOP",AWS Certified,Software Developer
JOB0192,Web Developer,CloudPeak Systems,Noida,7,Bachelor's Degree,Full-time,8.1,12.4,"HTML, CSS, JavaScript, React, Git, REST API, Databricks, Spark","Teamwork, Critical Thinking, Time Management",JavaScript,"Power BI, Databricks, Excel",Consulting,Remote,2026-04-18,CAND0192,"Spark, React, CSS, REST API, HTML, Databricks, JavaScript",None,Web Developer
JOB0193,Data Scientist,TechNova Solutions,Mumbai,1,BCA/MCA,Contract,8.7,11.4,"Python, SQL, Machine Learning, Pandas, NumPy, Statistics, Spark, TensorFlow","Critical Thinking, Collaboration, Adaptability","Python, SQL","Spark, TensorFlow, Databricks",Manufacturing,Onsite,2026-03-29,CAND0193,"Pandas, Statistics, Machine Learning, TensorFlow",IBM Data Science,Data Scientist
JOB0194,Cloud Engineer,BlueOrbit Technologies,Delhi,4,BCA/MCA,Contract,9.1,12.5,"AWS, Azure, Docker, Kubernetes, Linux, Python, React, Jira","Time Management, Problem Solving, Critical Thinking",Python,"Power BI, Databricks, Spark",E-Commerce,Hybrid,2026-02-15,CAND0194,"React, Linux, Python, Jira, Docker, Azure, Kubernetes",AWS Certified,Cloud Engineer
JOB0195,AI Engineer,Vertex AI,Ahmedabad,5,Master's Degree,Contract,10.8,14.6,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, C++, Power BI","Leadership, Problem Solving, Analytical Thinking","Python, C++","Jenkins, Git, Docker",Consulting,Onsite,2026-04-07,CAND0195,"Python, C++, TensorFlow, Deep Learning, Machine Learning",AWS Certified,Data Analyst
JOB0196,Data Scientist,CloudPeak Systems,Bengaluru,4,BCA/MCA,Full-time,9.8,13.1,"Python, SQL, Machine Learning, Pandas, NumPy, Statistics, Jira, Kubernetes","Critical Thinking, Collaboration, Problem Solving","Python, SQL","Jenkins, React, Kubernetes",Healthcare,Hybrid,2026-02-05,CAND0196,"NumPy, Statistics, Jira, Kubernetes, Machine Learning",None,Data Scientist
JOB0197,ML Engineer,BlueOrbit Technologies,Hyderabad,0,BCA/MCA,Contract,8.8,11.1,"Python, Machine Learning, TensorFlow, PyTorch, Docker, SQL, Tableau, Jenkins","Time Management, Critical Thinking, Problem Solving","Python, SQL","Kubernetes, Jenkins, Excel",IT Services,Hybrid,2026-01-08,CAND0197,"Jenkins, SQL, Python, Machine Learning",None,ML Engineer
JOB0198,ML Engineer,BlueOrbit Technologies,Hyderabad,6,Bachelor's Degree,Full-time,10.2,13.1,"Python, Machine Learning, TensorFlow, PyTorch, Docker, SQL, Tableau, Kubernetes","Critical Thinking, Teamwork, Time Management","Python, SQL","Git, Azure, Kubernetes",Consulting,Remote,2026-07-17,CAND0198,"Docker, Tableau, PyTorch, Python",AWS Certified,ML Engineer
JOB0199,Business Analyst,TechNova Solutions,Bengaluru,6,BCA/MCA,Internship,7.9,9.8,"Excel, SQL, Power BI, Tableau, Communication, Requirements Analysis, Kubernetes, Azure","Teamwork, Adaptability, Critical Thinking",SQL,"Azure, Power BI, Jira",Telecom,Remote,2026-06-16,CAND0199,"Communication, SQL, Power BI, Excel, Kubernetes, Azure",Microsoft Power BI,Software Developer
JOB0200,DevOps Engineer,BlueOrbit Technologies,Hyderabad,6,BCA/MCA,Internship,9.4,12.4,"Linux, Docker, Kubernetes, AWS, Git, CI/CD, PyTorch, Python","Analytical Thinking, Critical Thinking, Collaboration",Python,"Azure, Power BI, Jenkins",Consulting,Hybrid,2026-03-06,CAND0200,"CI/CD, PyTorch, Python, Linux, Git, Docker, AWS",IBM Data Science,DevOps Engineer
JOB0201,ML Engineer,Quantix Systems,Bengaluru,0,Master's Degree,Contract,8.4,11.6,"Python, Machine Learning, TensorFlow, PyTorch, Docker, SQL, Jenkins, R","Time Management, Analytical Thinking, Leadership","Python, SQL, R","Power BI, Excel, Git",Retail,Hybrid,2026-02-05,CAND0201,"R, Machine Learning, Docker, Jenkins, TensorFlow, SQL, PyTorch",IBM Data Science,ML Engineer
JOB0202,ML Engineer,AlphaByte Labs,Noida,7,BCA/MCA,Full-time,11.6,13.8,"Python, Machine Learning, TensorFlow, PyTorch, Docker, SQL, Power BI, Excel","Teamwork, Collaboration, Communication","Python, SQL","Jira, AWS, Databricks",IT Services,Onsite,2026-05-25,CAND0202,"Power BI, Machine Learning, Docker",None,ML Engineer
JOB0203,AI Engineer,BlueOrbit Technologies,Mumbai,0,BCA/MCA,Internship,8.8,11.5,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, Spark, Azure","Adaptability, Analytical Thinking, Collaboration",Python,"Jenkins, Power BI, React",EdTech,Remote,2026-02-10,CAND0203,"PyTorch, Python, Deep Learning, Machine Learning, Spark, TensorFlow",None,Software Developer
JOB0204,Data Scientist,DataSphere Analytics,Kolkata,8,BCA/MCA,Internship,11.8,13.6,"Python, SQL, Machine Learning, Pandas, NumPy, Statistics, React, AWS","Critical Thinking, Adaptability, Communication","Python, SQL","AWS, Excel, Databricks",Retail,Hybrid,2026-08-01,CAND0204,"React, SQL, AWS, NumPy",Azure Fundamentals,Data Scientist
JOB0205,Business Analyst,Vertex AI,Ahmedabad,8,BCA/MCA,Contract,9.3,12.5,"Excel, SQL, Power BI, Tableau, Communication, Requirements Analysis, Kubernetes, JavaScript","Critical Thinking, Collaboration, Leadership","SQL, JavaScript","Power BI, Jenkins, Databricks",EdTech,Remote,2026-04-20,CAND0205,"Requirements Analysis, Tableau, JavaScript, Kubernetes, Power BI",None,Business Analyst
JOB0206,Cloud Engineer,AlphaByte Labs,Bengaluru,2,B.Tech/B.E.,Contract,7.7,9.9,"AWS, Azure, Docker, Kubernetes, Linux, Python, Spark, R","Analytical Thinking, Leadership, Teamwork","Python, R","TensorFlow, Excel, Databricks",FinTech,Remote,2026-08-24,CAND0206,"AWS, Spark, Python, Docker, Azure",Microsoft Power BI,Cloud Engineer
JOB0207,DevOps Engineer,AlphaByte Labs,Noida,5,Master's Degree,Full-time,9.8,11.8,"Linux, Docker, Kubernetes, AWS, Git, CI/CD, React, Azure","Leadership, Communication, Analytical Thinking",C++,"Docker, Power BI, TensorFlow",Retail,Onsite,2026-06-21,CAND0207,"Docker, Git, CI/CD, Kubernetes, Linux, React, Azure",AWS Certified,DevOps Engineer
JOB0208,Cloud Engineer,CloudPeak Systems,Bengaluru,4,BCA/MCA,Full-time,8.5,10.2,"AWS, Azure, Docker, Kubernetes, Linux, Python, Spark, React","Critical Thinking, Communication, Time Management",Python,"Docker, TensorFlow, Tableau",Consulting,Remote,2026-07-21,CAND0208,"React, Spark, Linux, Python, AWS, Kubernetes",Microsoft Power BI,Data Engineer
JOB0209,ML Engineer,DataSphere Analytics,Noida,4,Master's Degree,Contract,9.9,13.4,"Python, Machine Learning, TensorFlow, PyTorch, Docker, SQL, Kubernetes, Git","Analytical Thinking, Leadership, Problem Solving","Python, SQL","PyTorch, React, Git",IT Services,Hybrid,2026-02-15,CAND0209,"PyTorch, Machine Learning, Python, TensorFlow",Google Data Analytics,Data Engineer
JOB0210,Business Analyst,NextGen Digital,Mumbai,3,BCA/MCA,Internship,7.0,9.2,"Excel, SQL, Power BI, Tableau, Communication, Requirements Analysis, JavaScript, Docker","Teamwork, Time Management, Leadership","SQL, JavaScript","Kubernetes, Power BI, PyTorch",Healthcare,Remote,2026-03-17,CAND0210,"Power BI, JavaScript, Requirements Analysis, Excel, Communication",Azure Fundamentals,Business Analyst
JOB0211,Software Developer,CloudPeak Systems,Mumbai,4,BCA/MCA,Full-time,7.6,12.1,"Java, Python, SQL, Git, REST API, OOP, Docker, Spark","Time Management, Communication, Leadership","Java, Python, SQL","Git, Power BI, Tableau",Consulting,Remote,2026-05-11,CAND0211,"Docker, REST API, OOP",AWS Certified,Software Developer
JOB0212,Business Analyst,TechNova Solutions,Hyderabad,2,Any Graduate,Contract,6.5,9.2,"Excel, SQL, Power BI, Tableau, Communication, Requirements Analysis, PyTorch, AWS","Analytical Thinking, Critical Thinking, Leadership",SQL,"Jenkins, AWS, Power BI",Banking,Remote,2026-01-12,CAND0212,"SQL, Power BI, Tableau, Communication, Excel, Requirements Analysis",AWS Certified,Software Developer
JOB0213,Business Analyst,CloudPeak Systems,Chennai,10,Master's Degree,Internship,10.3,12.6,"Excel, SQL, Power BI, Tableau, Communication, Requirements Analysis, Jenkins, React","Problem Solving, Teamwork, Analytical Thinking",SQL,"Docker, Spark, Git",Telecom,Remote,2026-04-26,CAND0213,"Communication, Tableau, Excel",IBM Data Science,Cloud Engineer
JOB0214,Software Developer,NextGen Digital,Ahmedabad,4,B.Tech/B.E.,Contract,7.3,9.7,"Java, Python, SQL, Git, REST API, OOP, Databricks, Kubernetes","Problem Solving, Collaboration, Critical Thinking","Java, Python, SQL","Tableau, Spark, Jira",FinTech,Onsite,2026-03-12,CAND0214,"OOP, Git, REST API, Python, Kubernetes, SQL, Java",AWS Certified,Software Developer
JOB0215,ML Engineer,CloudPeak Systems,Mumbai,2,Any Graduate,Internship,9.7,14.1,"Python, Machine Learning, TensorFlow, PyTorch, Docker, SQL, Power BI, Java","Time Management, Leadership, Collaboration","Python, SQL, Java","Azure, Databricks, Git",IT Services,Hybrid,2026-03-09,CAND0215,"Java, SQL, Power BI, TensorFlow, Machine Learning",None,ML Engineer
JOB0216,AI Engineer,TechNova Solutions,Noida,7,Bachelor's Degree,Contract,11.7,15.1,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, Docker, R","Adaptability, Leadership, Analytical Thinking","Python, R","Git, Azure, Excel",Healthcare,Onsite,2026-04-26,CAND0216,"Docker, TensorFlow, R, Machine Learning",Google Data Analytics,AI Engineer
